Date,Title,Kicker,Image,Link,Word_Count_Title,Word_Count_Kicker,Character_Count_Title,Character_Count_Kicker,Capital_Words_Kicker,Sentiment_Title,Sentiment_Kicker,Keyword_Frequency_Title,Keyword_Frequency_Kicker,Readability_Score_Title,Readability_Score_Kicker,Title_Complexity
2025-03-07,MOST OF ANY GAMING SUPPLIER,IGT wins seven awards at the 2025 EKG Slot Awards show,https://imagenesyogonet.b-cdn.net/data/imagenes/2025/03/06/73216/1741267699-igt-ganador-ekg-awards-2025-01.jpg,https://www.yogonet.com/international/news/2025/03/07/97284-igt-wins-seven-awards-at-the-2025-ekg-slot-awards-show,5,11,27,54,"['Slot', 'Awards']",0.5,0.3,"{'to': 0, 'in': 0, 'of': 1, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 1, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,4.6
2025-03-07,OPERATING PROFIT ALSO FELL 19.6%,Veikkaus revenue drops 7.3% to $1.03 billion in 2024 ahead of market liberalization,https://imagenesyogonet.b-cdn.net/data/imagenes/2023/01/05/51460/1672930268-veikkaus-finlandia-generica.jpg,https://www.yogonet.com/international/news/2025/03/07/97281-veikkaus-revenue-drops-73-to-103-billion-in-2024-ahead-of-market-liberalization,5,13,32,83,['Veikkaus'],0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 1, 'for': 0, 'gambling': 0, 'the': 0, 'of': 1, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",49.48000000000002,63.57596153846157,5.6
2025-03-06,"A ""NEW"" BALLY 2.0","Bally’s faces revenue dip in Q4, full-year results largely flat in ""transitional"" 2024",https://imagenesyogonet.b-cdn.net/data/imagenes/2024/07/03/65787/1720016081-ballys-generica-02.jpg,https://www.yogonet.com/international/news/2025/03/06/97277-ballys-faces-revenue-dip-in-q4-fullyear-results-largely-flat-in-34transitional-34-2024,4,13,17,86,"['Q4,']",0.13636363636363635,-0.025,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 1, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 2, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",118.17500000000001,0.0,3.5
2025-03-06,RESULTS AFTER COLLABORATION,Soft2Bet shares joint case study on how its integration with Amazon Web Services enhanced user experience,https://imagenesyogonet.b-cdn.net/data/imagenes/2025/03/05/73147/1741180230-alianza-soft2bet-aws.jpg,https://www.yogonet.com/international/news/2025/03/06/97273-soft2bet-shares-joint-case-study-on-how-its-integration-with-amazon-web-services-enhanced-user-experience,3,16,27,105,"['Soft2Bet', 'Amazon', 'Web', 'Services']",0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,8.333333333333334
2025-03-06,"""VEGAS LIGHTS"" SPOT DEBUTED MARCH 4",Brand ambassador Jamie Foxx stars in BetMGM’s first online casino ad,https://imagenesyogonet.b-cdn.net/data/imagenes/2025/03/06/73196/1741220799-jamie-foxx-spotlights-betmgm-casino-new-commercial.jpg,https://www.yogonet.com/international/news/2025/03/06/97197-brand-ambassador-jamie-foxx-stars-in-betmgms-first-online-casino-ad,6,11,35,68,"['Brand', 'Jamie', 'Foxx']",0.0,0.25,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 1}","{'to': 0, 'in': 1, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,5.0
2025-03-06,COMPANY ANALYSIS,"SOFTSWISS annual crypto report reveals shifts in 2024, with altcoins commanding nearly half of crypto bet sum",https://imagenesyogonet.b-cdn.net/data/imagenes/2025/03/06/73204/1741221757-softswiss-state-of-crypto-2024.jpg,https://www.yogonet.com/international/news/2025/03/06/97196-softswiss-annual-crypto-report-reveals-shifts-in-2024-with-altcoins-commanding-nearly-half-of-crypto-bet-sum,2,17,16,109,[],0.0,-0.16666666666666666,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 1, 'for': 0, 'gambling': 0, 'the': 0, 'of': 1, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,7.5
2025-03-06,FOR MIGHTY HAMMER LINK UP,Zitro wins Latam's Top-Performing Game of the Year category at EKG Awards,https://imagenesyogonet.b-cdn.net/data/imagenes/2025/03/05/73191/1741202079-zitro-ganador-ekg-awards-2025-01.jpg,https://www.yogonet.com/international/news/2025/03/06/97191-zitro-wins-latam-39s-topperforming-game-of-the-year-category-at-ekg-awards,5,12,25,73,"['Zitro', 'Top-Performing', 'Game', 'Year', 'Awards']",0.4,-0.05000000000000002,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 1, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 1, 'of': 1, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,4.2
2025-03-05,$162 MILLION PROFIT FOR THE FULL YEAR,Flutter Entertainment's 2024 profits surge 113% on FanDuel success,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/09/26/68244/1727355749-flutter-nyse.jpg,https://www.yogonet.com/international/news/2025/03/05/97180-flutter-entertainment-39s-2024-profits-surge-113-on-fanduel-success,7,9,37,66,['Flutter'],0.35,0.3,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 1, 'a': 0, 'and': 0, 'million': 1, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,4.428571428571429
2025-03-05,AFTER TWO YEARS OF OPERATION,UK-based Fitzdares to exit Ontario’s online gaming market,https://imagenesyogonet.b-cdn.net/data/imagenes/2020/06/19/31712/1625352601-juego-online-generica-01.jpg,https://www.yogonet.com/international/news/2025/03/05/97175-ukbased-fitzdares-to-exit-ontarios-online-gaming-market,5,8,28,57,['Fitzdares'],0.0,0.0,"{'to': 0, 'in': 0, 'of': 1, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 1, 'new': 0}",0.0,0.0,4.8
2025-03-05,HE EXPECTS ‘AT LEAST A FEW STATES’,"DraftKings CEO sees ‘real momentum’ for legal sports betting, iGaming expansion",https://imagenesyogonet.b-cdn.net/data/imagenes/2024/10/10/68762/1728576956-g2e-2024-14-jason-robins-draftkings.jpg,https://www.yogonet.com/international/news/2025/03/05/97173-draftkings-ceo-sees-real-momentum-for-legal-sports-betting-igaming-expansion,7,11,34,79,[],-0.25,0.2,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 1, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 1, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,4.0
2025-03-07,BILL PL 706-2025,Brazil proposes up to eight-year prison sentence for illegal gambling ads,https://imagenesyogonet.b-cdn.net/data/imagenes/2023/05/31/54942/1685536664-apuestas-deportivas-online-brasil-generica-02.jpg,https://www.yogonet.com/international/news/2025/03/07/97411-brazil-proposes-up-to-eightyear-prison-sentence-for-illegal-gambling-ads,3,11,16,73,['Brazil'],0.0,-0.5,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 1, 'gambling': 1, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,4.666666666666667
2025-03-07,DESPITE STRONG BACKING,Georgia’s sports betting hopes fade as legislative session closes without a vote,https://imagenesyogonet.b-cdn.net/data/imagenes/2025/03/06/73230/1741281732-legislatura-georgia-usa-02.jpg,https://www.yogonet.com/international/news/2025/03/07/97302-georgias-sports-betting-hopes-fade-as-legislative-session-closes-without-a-vote,3,12,22,80,[],0.4333333333333333,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 1, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,6.666666666666667
2025-03-06,SB 2381 AND SB 2510,"Mississippi House committee advances mobile sports betting, but Senate resistance remains",https://imagenesyogonet.b-cdn.net/data/imagenes/2025/02/13/72542/1739452877-mississippi-senate.jpg,https://www.yogonet.com/international/news/2025/03/06/97287-mississippi-house-committee-advances-mobile-sports-betting-but-senate-resistance-remains,5,11,19,89,"['Mississippi', 'House', 'Senate']",0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 1, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,3.0
2025-03-06,HB 1308 PASSES WITH 35-15 VOTE,"Hawaii House passes sports betting bill, faces uncertain future in Senate",https://imagenesyogonet.b-cdn.net/data/imagenes/2024/02/12/61590/1707747007-hawaii-legislature-inside.jpg,https://www.yogonet.com/international/news/2025/03/06/97276-hawaii-house-passes-sports-betting-bill-faces-uncertain-future-in-senate,6,11,30,73,"['Hawaii', 'House', 'Senate']",0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 1, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 1, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,4.166666666666667
2025-03-05,HOUSE BILL 14,NC House committee advances bill allowing gamblers to deduct losses on income taxes,https://imagenesyogonet.b-cdn.net/data/imagenes/2023/11/30/59999/1701374916-north-carolina-cartel-generica.jpg,https://www.yogonet.com/international/news/2025/03/05/97165-nc-house-committee-advances-bill-allowing-gamblers-to-deduct-losses-on-income-taxes,3,13,13,83,['House'],0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,3.6666666666666665
2025-03-05,PIGOS UNDER SCRUTINY,Philippine lawmaker calls for review of local online gambling,https://imagenesyogonet.b-cdn.net/data/imagenes/2017/05/29/13739/1625217603-francis-escudero-senador-filipinas.jpg,https://www.yogonet.com/international/news/2025/03/05/97072-philippine-lawmaker-calls-for-review-of-local-online-gambling,3,9,20,61,['Philippine'],0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 1, 'gambling': 1, 'the': 0, 'of': 1, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,6.0
2025-03-04,DRAFT AMENDMENTS EXPECTED BY MID-2025,"Estonia to revise gambling act, but no major restrictions planned",https://imagenesyogonet.b-cdn.net/data/imagenes/2025/03/04/73135/1741099501-estonia-tallin-city.jpg,https://www.yogonet.com/international/news/2025/03/04/97065-estonia-to-revise-gambling-act-but-no-major-restrictions-planned,5,10,37,65,['Estonia'],-0.1,-0.03125,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 0, 'gambling': 1, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,6.6
2025-03-04,DESPITE ARGUMENTS OF POTENTIAL TAX REVENUE,"Georgia Senate Committee rejects gambling legalization proposal, debate continues",https://imagenesyogonet.b-cdn.net/data/imagenes/2020/06/22/31730/1625352663-legislatura-georgia-usa.jpg,https://www.yogonet.com/international/news/2025/03/04/96677-georgia-senate-committee-rejects-gambling-legalization-proposal-debate-continues,6,9,42,81,"['Georgia', 'Senate', 'Committee']",0.0,0.0,"{'to': 0, 'in': 0, 'of': 1, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 1, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,6.166666666666667
2025-03-05,HOUSE BILL 1879,Mississippi House Chairman kills Jackson casino bill just moments before floor vote,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/01/26/61134/1706275613-legislatura-mississippi.jpg,https://www.yogonet.com/international/news/2025/03/05/96668-mississippi-house-chairman-kills-jackson-casino-bill-just-moments-before-floor-vote,3,12,15,83,"['Mississippi', 'House', 'Chairman', 'Jackson']",0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,4.333333333333333
2025-03-05,SLOT LIMITS ALSO SET FOR APRIL AND MAY,"UK gambling levy to take effect April 6, Baroness Twycross confirms",https://imagenesyogonet.b-cdn.net/data/imagenes/2023/11/23/59838/1700777629-united-kingdom-uk-generica.jpg,https://www.yogonet.com/international/news/2025/03/05/96658-uk-gambling-levy-to-take-effect-april-6-baroness-twycross-confirms,8,11,38,67,"['April', 'Baroness', 'Twycross']",0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 1, 'a': 0, 'and': 1, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 0, 'gambling': 1, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,3.875
2025-02-28,HB 953 AND SB 1404,"Florida lawmakers propose sweepstakes gambling ban, maintain Seminole Tribe’s exclusive compact",https://imagenesyogonet.b-cdn.net/data/imagenes/2021/04/13/35980/1625369644-sesion-senado-florida.jpg,https://www.yogonet.com/international/news/2025/02/28/96652-florida-lawmakers-propose-sweepstakes-gambling-ban-maintain-seminole-tribes-exclusive-compact,5,11,18,95,"['Florida', 'Seminole']",0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 1, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 1, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,2.8
2025-03-03,UP TO 16 ONLINE BETTING LICENSES,"New York lawmaker proposes sports betting expansion, lower tax rate for operators",https://imagenesyogonet.b-cdn.net/data/imagenes/2019/06/19/26056/1625329865-congreso-new-york-state-assembly.jpg,https://www.yogonet.com/international/news/2025/03/03/96572-new-york-lawmaker-proposes-sports-betting-expansion-lower-tax-rate-for-operators,6,12,32,81,"['New', 'York']",0.0,0.13636363636363635,"{'to': 1, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 1, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 1, 'and': 0, 'gaming': 0, 'new': 1}",0.0,0.0,4.5
2025-02-27,SENATE BILL 1569,Hawaii Senate committee defers sports betting bill as House counterpart moves forward,https://imagenesyogonet.b-cdn.net/data/imagenes/2023/02/09/52155/1675971253-legislatura-hawaii.jpg,https://www.yogonet.com/international/news/2025/02/27/96543-hawaii-senate-committee-defers-sports-betting-bill-as-house-counterpart-moves-forward,3,12,16,85,"['Hawaii', 'Senate', 'House']",0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 1, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,4.666666666666667
2025-02-27,OPERATORS RALLY AGAINST TAX HIKE,"NJ Gov. proposal to raise online gambling, sports betting taxes faces strong opposition from industry and lawmakers",https://imagenesyogonet.b-cdn.net/data/imagenes/2022/09/23/49180/1663940373-phil-murphy-gobernador-new-jersey-east-coast-gaming-congress.jpg,https://www.yogonet.com/international/news/2025/02/27/96536-nj-gov-proposal-to-raise-online-gambling-sports-betting-taxes-faces-strong-opposition-from-industry-and-lawmakers,5,17,32,115,['Gov.'],0.0,0.4333333333333333,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 1, 'and': 1, 'gaming': 0, 'new': 0}",0.0,30.332941176470626,5.6
2025-02-27,POTENTIAL MAJOR HURDLE,Virginia lawmakers push for public referendum on new Rosie’s gambling facility in Henrico,https://imagenesyogonet.b-cdn.net/data/imagenes/2023/02/07/52036/1675777351-legislatura-capitolio-virginia-usa-02.jpg,https://www.yogonet.com/international/news/2025/02/27/96534-virginia-lawmakers-push-for-public-referendum-on-new-rosies-gambling-facility-in-henrico,3,13,22,89,"['Virginia', 'Henrico']",0.03125,0.06818181818181818,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 1, 'for': 1, 'gambling': 1, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 1}",0.0,0.0,6.666666666666667
2025-02-27,SENATE BILL 208,Georgia lawmaker introduces Senate bill to legalize sports betting,https://imagenesyogonet.b-cdn.net/data/imagenes/2020/06/22/31730/1625352663-legislatura-georgia-usa.jpg,https://www.yogonet.com/international/news/2025/02/27/96511-georgia-lawmaker-introduces-senate-bill-to-legalize-sports-betting,3,9,15,66,"['Georgia', 'Senate']",0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 1, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,4.333333333333333
2025-02-26,SECOND LEGISLATIVE ATTEMPT IN THE U.S.,Maryland lawmaker proposes bill to end online sports betting by 2026,https://imagenesyogonet.b-cdn.net/data/imagenes/2021/02/26/35310/1625366945-legislatura-maryland-state-house.jpg,https://www.yogonet.com/international/news/2025/02/26/96436-maryland-lawmaker-proposes-bill-to-end-online-sports-betting-by-2026,6,11,38,68,['Maryland'],0.0,0.0,"{'to': 0, 'in': 1, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 1, 'and': 0, 'gaming': 0, 'new': 0}",34.59000000000003,0.0,5.5
2025-02-26,STITT RESURFACES PAST LEGISLATION PROPOSAL,Oklahoma Governor stands firm on sports betting plan amid competing proposals,https://imagenesyogonet.b-cdn.net/data/imagenes/2021/01/27/34841/1625365084-kevin-stitt-gobernador-oklahoma.jpg,https://www.yogonet.com/international/news/2025/02/26/96412-oklahoma-governor-stands-firm-on-sports-betting-plan-amid-competing-proposals,5,11,42,77,"['Oklahoma', 'Governor']",-0.25,-0.2,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 1, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,7.6
2025-02-28,LEGISLATION NOW TO BE DRAFTED,Sri Lanka's Cabinet of Minister approves establishment of independent gambling regulator,https://imagenesyogonet.b-cdn.net/data/imagenes/2022/10/24/50081/1666630714-vista-colombo-sri-lanka-02.jpg,https://www.yogonet.com/international/news/2025/02/28/96407-sri-lanka-39s-cabinet-of-minister-approves-establishment-of-independent-gambling-regulator,5,11,29,88,"['Sri', 'Cabinet', 'Minister']",0.0,0.0,"{'to': 1, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 1, 'the': 0, 'of': 2, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,5.0
2025-02-26,AMID GOVERNOR'S LONGSTANDING OPPOSITION,Bill to legalize sports betting in South Carolina to face tough battle in legislature,https://imagenesyogonet.b-cdn.net/data/imagenes/2022/04/25/45147/1650890958-legislatura-south-carolina.jpg,https://www.yogonet.com/international/news/2025/02/26/96305-bill-to-legalize-sports-betting-in-south-carolina-to-face-tough-battle-in-legislature,4,14,39,85,"['Bill', 'South', 'Carolina']",0.0,-0.3888888888888889,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 2, 'in': 2, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 1, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,9.0
2025-02-19,THIRD US LOTTERY TO REACH MILESTONE,Washington’s Lottery earns top responsible gambling certification,https://imagenesyogonet.b-cdn.net/data/imagenes/2025/02/19/72719/1739976725-washington-lottery-cartel-generica.jpg,https://www.yogonet.com/international/news/2025/02/19/95540-washingtons-lottery-earns-top-responsible-gambling-certification,6,7,35,65,['Lottery'],0.0,0.35,"{'to': 1, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 1, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,5.0
2025-02-19,WILL RUN THROUGH JUNE 2036,IGT announces nine-year contract extension with Tennessee Education Lottery,https://imagenesyogonet.b-cdn.net/data/imagenes/2025/01/22/71886/1737576403-ice-barcelona-2025-2-70-stand-igt.jpg,https://www.yogonet.com/international/news/2025/02/19/95442-igt-announces-nineyear-contract-extension-with-tennessee-education-lottery,5,9,26,75,"['Tennessee', 'Education', 'Lottery']",0.0,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,4.4
2024-12-09,BOS CHIEF CALLS FOR GOVERNMENT ACTION,Sweden urged to privatize Svenska Spel with concerns over regulatory integrity,https://imagenesyogonet.b-cdn.net/data/imagenes/2019/02/26/24021/1625258707-svenska-spel-sede-central.jpg,https://www.yogonet.com/international/news/2024/12/09/88035-sweden-urged-to-privatize-svenska-spel-with-concerns-over-regulatory-integrity,6,11,37,78,"['Sweden', 'Svenska', 'Spel']",0.1,0.0,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 1, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,5.333333333333333
2024-12-04,AN INCREASE OF $48 MILLION Y-O-Y,Oregon Lottery transfers $947 million back to state for the 2024 fiscal year,https://imagenesyogonet.b-cdn.net/data/imagenes/2022/10/11/49562/1665516315-oregon-lottery-generica.jpg,https://www.yogonet.com/international/news/2024/12/04/87464-oregon-lottery-transfers-947-million-back-to-state-for-the-2024-fiscal-year,6,13,32,76,"['Oregon', 'Lottery']",0.0,0.0,"{'to': 0, 'in': 0, 'of': 1, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 1, 'gambling': 0, 'march': 0}","{'to': 1, 'in': 0, 'for': 1, 'gambling': 0, 'the': 1, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,0.0,4.5
2024-12-02,"SET TO BEGIN ON DEC 1, 2024",The European Lotteries welcome new European Commission for 2024-2029,https://imagenesyogonet.b-cdn.net/data/imagenes/2024/11/29/70527/1732884227-ursula-von-der-leyen-presidente-comision-europea.jpg,https://www.yogonet.com/international/news/2024/12/02/86956-the-european-lotteries-welcome-new-european-commission-for-20242029,7,9,27,68,"['The', 'European', 'Lotteries', 'European', 'Commission']",0.0,0.2340909090909091,"{'to': 1, 'in': 0, 'of': 0, 'on': 1, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 0, 'march': 0}","{'to': 0, 'in': 0, 'for': 1, 'gambling': 0, 'the': 1, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 1}",0.0,0.0,3.0
2024-11-28,AS COUNTRY EMBRACES LEGAL GAMBLING,UAE launches first regulated lottery operation with $27.2M grand prize on offer,https://imagenesyogonet.b-cdn.net/data/imagenes/2023/11/30/59970/1701350348-loteria-generica-04.jpg,https://www.yogonet.com/international/news/2024/11/28/86858-uae-launches-first-regulated-lottery-operation-with-272m-grand-prize-on-offer,5,12,34,79,['$27.2M'],0.2,0.375,"{'to': 0, 'in': 0, 'of': 0, 'on': 0, 'for': 0, 'a': 0, 'and': 0, 'million': 0, 'gambling': 1, 'march': 0}","{'to': 0, 'in': 0, 'for': 0, 'gambling': 0, 'the': 0, 'of': 0, 'betting': 0, 'and': 0, 'gaming': 0, 'new': 0}",0.0,39.55500000000001,6.0
